review,label
I am impressed with how well this shoes performs.,1
"Not bad for the price, the keyboard works fine overall.",1
The laptop is poorly made and feels cheap.,0
The router is poorly made and feels cheap.,0
This jacket is fantastic and worth every penny.,1
The headphones arrived quickly and works like a charm.,1
"The router broke within a week, totally unreliable.",0
"Terrible phone, complete waste of money.",0
The router arrived quickly and works like a charm.,1
The watch is okay but stopped impressing me after a while.,0
"Not great, the phone has some annoying issues.",0
The jacket looks nice but took a while to get used to.,1
The router works perfectly and I am very happy with it.,1
This jacket is fantastic and worth every penny.,1
"Bad quality laptop, would not recommend to anyone.",0
"The phone stopped working after a few days, very disappointed.",1
"Decent backpack, a few minor issues but generally good.",1
The backpack is poorly made and feels cheap.,0
"The backpack stopped working after a few days, very disappointed.",0
The headphones is okay but stopped impressing me after a while.,0
This jacket is fantastic and worth every penny.,1
"Best phone I have ever purchased, super happy.",1
The headphones arrived damaged and customer service was unhelpful.,0
"Excellent phone, highly recommend it to everyone.",1
"The shoes stopped working after a few days, very disappointed.",1
The jacket is poorly made and feels cheap.,0
I am impressed with how well this blender performs.,1
"The jacket is okay, does the job most of the time.",1
"Absolutely love my new headphones, it exceeded my expectations.",1
The shoes looks nice but took a while to get used to.,1
The jacket is amazing and easy to use.,1
"Bad quality blender, would not recommend to anyone.",0
The headphones arrived quickly and works like a charm.,1
The laptop looks nice but took a while to get used to.,1
The shoes is amazing and easy to use.,1
The backpack is amazing and easy to use.,1
I am impressed with how well this phone performs.,1
The headphones looks nice but took a while to get used to.,1
The router arrived quickly and works like a charm.,1
"Bad quality watch, would not recommend to anyone.",1
"The router is okay, does the job most of the time.",1
"Mediocre jacket, expected more for the price.",0
"Best headphones I have ever purchased, super happy.",1
"Bad quality keyboard, would not recommend to anyone.",1
"Very satisfied with this laptop, it is reliable and sturdy.",1
The watch is poorly made and feels cheap.,0
"Mediocre watch, expected more for the price.",0
